C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
85685,Customer#000085685,"Kx4XY7RP8FrWHIOYiBMB8qT,FvXhRIFbyy",0,10-363-952-8563,9839.14,AUTOMOBILE,"hely despite the regular deposits? unusual, special packages cajole blithely. theodo"
76954,Customer#000076954,3 8Yw9gMjmYl4GxY7w1QFd8rtF9U9,22,32-490-914-8513,9746.61,BUILDING,dolphins. blithely final ideas are quickly
110759,Customer#000110759,"xX5dSMDkkf,SrSxA3aU EJJ,tW7n",18,28-492-523-4985,1933.68,MACHINERY,equests haggle along the furious foxes. blithely bold packages integrate carefully regula
25819,Customer#000025819,EsJNyMjw3Sdj pUpIJbE8ef,5,15-286-433-1038,6593.53,BUILDING,s cajole blithely across the furiously pending acc
118498,Customer#000118498,"B8qgc095,DOKYud9ffEZqZew,yp XE",22,32-197-976-9416,4845.57,MACHINERY,its. blithely express dependencies haggle
92617,Customer#000092617,"XkyfjsU ,kRfBN35K6",21,31-187-948-3064,4733.71,FURNITURE, according to the foxes. blithel
101446,Customer#000101446,Lu0jkBQ9zbzy,1,11-292-851-6739,1495.74,HOUSEHOLD,ans. blithely regular accounts among the blithely ruthless ideas cajole fl
51353,Customer#000051353,"LBlvm6NMy,r1o,5tyrY5jOLa7,dIlrcgNlx7YQ,",4,14-509-689-8913,1152.79,MACHINERY,iously regular excuses wake de
6314,Customer#000006314,lqbO7daGUg0T0QppRJTLXXan2PJ4YiZUtA,24,34-155-178-2373,2996.03,HOUSEHOLD,"uickly regular packages alongside of the slow, special requests wake slyly against the furiously regular accounts."
21745,Customer#000021745,"l6Co3sTH3P Do,",16,26-914-617-6517,6629.88,BUILDING,"refully bold deposits sleep among the blithely express excuses. even, silent requests must have to wake slyly slyly"
112252,Customer#000112252,J1DKfKLnTzF9XCDm19AgQjXz9kgSNYnHqcT1XRQ,9,19-986-578-8584,1792.72,FURNITURE,accounts. slyly regular packages nag platelets. excuses wake blithely slyly pending
111095,Customer#000111095,XLn6XhhNaIrthnG8O4FHUebitxjN3gMs,2,12-970-540-6498,7312.95,MACHINERY,ding to the carefully special pinto beans. hockey players cajole furiously at th
93995,Customer#000093995,TH1CL 6KKo74xVv95W,12,22-982-116-8452,7310.41,MACHINERY,"ts cajole carefully alongside of the even, regular instructions-- blit"
135019,Customer#000135019,"Q,KPjGsxD1gwJCTDVmA8p",15,25-509-517-2760,5614.04,BUILDING,"n dugouts boost bold deposits. final, ironic ideas do"
114548,Customer#000114548,cI72Ja2EQJBENF8,9,19-133-221-7854,3075.26,MACHINERY,ng packages. carefully slow courts haggle across th
88312,Customer#000088312,Y9CfRauBOYBfUWUJS,2,12-501-601-5598,18.46,BUILDING,s. slyly special excuses use along the flu
49793,Customer#000049793,qTfk LSym1Ktsv7qF0HiUPZx,8,18-737-135-5535,7152.51,AUTOMOBILE,se carefully at the quickly pending excuses. quickly silent theodolites wake according to the ruthlessly bold 
103543,Customer#000103543,"8GlCs,QHHuMGhPHxEWfk3XfUzbZw8ftmA",21,31-307-431-3274,3614.79,FURNITURE,uctions after the furiously final acc
17119,Customer#000017119,EQq9eJWVBbgZkZpsa QZoUJG BlsDo6,2,12-120-585-3577,7731.92,MACHINERY,rts sleep inside the fluffily ironic theodolites. sil
129236,Customer#000129236,",uOVgweaB2ySz",13,23-525-749-1187,8677.50,BUILDING,he foxes. regular ideas across the asym
32119,Customer#000032119,l9u9q9sybITob1M,13,23-824-150-6520,6012.16,HOUSEHOLD,se alongside of the quickly specia
42683,Customer#000042683,"kaA,l1PQSG16Hkl4pu7H",10,20-815-978-7552,4254.53,AUTOMOBILE, wake about the slyly express packages. carefully regular excuses are quickly special ins
136936,Customer#000136936,DPsYzSVZrunUfD6khuBOL1knXOsnceVJ9yh,14,24-790-543-5558,8065.80,FURNITURE,press packages haggle after the pending packages. quickly regular instructions nag slyly. 
138043,Customer#000138043,bkB6 vrVS05A3hrHTX2s4x93bwM5TC1p9PVG,2,12-421-194-4786,-322.49,HOUSEHOLD," blithely bold platelets. regular, regular foxes cajole. final pinto beans haggle furi"
26483,Customer#000026483,5zzCtxKfDZ0Y4ZVpYH643N,17,27-701-406-9027,5381.17,HOUSEHOLD,"xes. blithely ironic requests haggle slowly ideas-- carefully ironic accounts about the ironic, ironic accounts a"
5623,Customer#000005623,UXRes4gI02,7,17-681-591-5847,2259.10,FURNITURE,"uriously ironic, special deposits. blithely regular attainments try to haggle besides the final, even courts"
123073,Customer#000123073,UBjZLVz9fVy8PnwykEWd06d,23,33-928-454-2190,-360.99,HOUSEHOLD,ully express deposits along the thinly silent accounts wake slyly
82297,Customer#000082297,6I7aRuJiIrQYCgjxdsKNCRup8I9lQr,4,14-517-431-3231,-821.55,FURNITURE,posits nag along the blithely unusual excuses. furiously even foxes grow fluffily
106337,Customer#000106337,Yh03acTBZq48,22,32-990-902-4754,3279.98,FURNITURE,"ial ideas integrate according to the bravely unusual packages. regular, ironic foxes cajole fu"
139144,Customer#000139144,"vdzHW4,EiLejKfO4 teFMED",21,31-625-910-5921,5971.09,MACHINERY,tions. quickly unusual requests might nag furiously carefully final pinto
123082,Customer#000123082,c1 NZROOggG4LlJGg,13,23-245-965-9312,9109.18,MACHINERY,"ke at the busily ironic requests: carefully bold pinto beans use. packages cajole carefully whithout the ironic, spe"
29686,Customer#000029686,9JewwTXQUKOM27,3,13-135-259-5125,588.53,FURNITURE,g slyly across the furiously pending p
88799,Customer#000088799,n0WLEqFqnJoFOq7gdUPgG03rN3YyO,18,28-461-407-9598,8491.10,AUTOMOBILE, foxes cajole alongside of the quickly pending packages. furiously final dependencies against the slyly 
4582,Customer#000004582,S8eaHPVS6L6dQ6tMnZYHQti67hhjr4R9nxtTUm7,14,24-880-630-5819,6631.62,MACHINERY,und the ironic instructions boos
83389,Customer#000083389,iMYAd 6n0IGIUNUbC6iBY4o6sey,3,13-238-349-2103,898.62,HOUSEHOLD,"encies. pending packages sublate furiously against the even, regular instructions. slyly fina"
41759,Customer#000041759,PwGQPvtOQXrM3tlTe ,14,24-339-158-9741,2364.23,FURNITURE,elets. slyly express accounts use stealthily final packages. slyl
76924,Customer#000076924,"Mk08M3JadIZG,",18,28-534-571-4161,1505.24,BUILDING, special courts cajole furiously across the furiously express theodolites. sly requests above t
140662,Customer#000140662,rhgdNaIeHR0aP9pkRHvwgVCV c8M6vQ3s,5,15-641-239-5030,7068.47,AUTOMOBILE,al attainments grow quickly against the furiously special asymptotes. express deposits wake 
95287,Customer#000095287,MP1AGG25299RXU0KLEpNLFXAJfX,21,31-135-166-6345,9623.17,FURNITURE,ideas wake blithely slyly pending accounts. blithely f
110162,Customer#000110162,abxG46NPk023,5,15-382-703-5068,4226.57,AUTOMOBILE, fluffily unusual deposits. car
140719,Customer#000140719,fer9jQAObgVrfpcbKA Tbv4,0,10-565-344-9934,5479.66,FURNITURE, final courts. even accounts are closely at the regular deposits
143033,Customer#000143033,LNByblHlUHkkEK5olhbzcj1Q AX,3,13-602-139-7884,9008.27,AUTOMOBILE,lms are carefully according to the carefully unusual theodolites. 
141043,Customer#000141043,q30qU1gX3rQFg3DbjueL3aVRD3,24,34-540-848-7739,1844.44,FURNITURE,"y ironic deposits detect. special, ironi"
47503,Customer#000047503," AXlsO7Gp7FF8bCG8UgtE9hc,2ETGJqAs",0,10-592-334-2657,1070.75,BUILDING,uses under the quickly even courts will sleep carefully fluffy pinto beans. evenly final dependencies wake. 
35707,Customer#000035707,SSHhmDOYu2Tb,21,31-527-173-3479,5011.06,HOUSEHOLD,ironic tithes. express packages wake quickly between the carefully final dolphins
29167,Customer#000029167,yO5dp8muKXd84anQ,21,31-370-914-8270,4874.44,BUILDING,le blithely against the final packages. ironic excuses use daringly. furiously final d
73952,Customer#000073952,BPCzr6pxJC 123FC A82zWH2tkp6A,1,11-584-168-2039,1144.05,AUTOMOBILE,tes. slyly ironic theodolites are carefully ironic accou
83425,Customer#000083425,"eyrnZc7S,VLiZxoiFHI",10,20-751-534-2384,6797.77,FURNITURE,ggle. blithely regular requests cajole about the carefully even somas. regular dolphins wake furiously
5699,Customer#000005699,MzUyHFIsU0QGlzJx7Dj2fE9cLJ1GT6 uc,22,32-814-758-5703,6664.80,MACHINERY,slowly express deposits. slyly regular deposits wake quickly-- furiously even ideas
114931,Customer#000114931,4O5UrnlzxI8AY56NtsJ7JZcQQT9D,11,21-896-112-4621,3765.00,BUILDING,ake furiously outside the furiously ironic packages. furiously ironic accounts affix. ironic deposits 
6689,Customer#000006689,"x5j,b7K9Irw9KnJmeCur",23,33-787-189-8082,-652.17,MACHINERY,blithely regular packages across the packages poach across the bold platelets. even accounts nag furiously against t
5416,Customer#000005416,roHJJ2S09DZUL0nIP5G9Gyf,15,25-574-595-3164,-224.07,BUILDING,y regular foxes. slyly final gifts are fluffily foxes. packages use carefully pending excuses. hock
121259,Customer#000121259,DM3Zi0zrhC,16,26-436-601-4107,2926.06,FURNITURE,e slyly unusual packages cajole slyly along the silent 
115382,Customer#000115382,"akNiGkw8riH6smjeMuJEyyciIlD,q5DFQWO",21,31-766-522-5136,237.33,HOUSEHOLD, above the furiously quiet theodolites. slyly even packages around the fluffily unusual requests boost 
86543,Customer#000086543,c78XZRqlRvElUNQ4,5,15-621-380-8966,4812.71,HOUSEHOLD,cies. carefully bold dolphins sleep slyly. special packages w
37015,Customer#000037015,cnDIPSQu2W3MfM8emlzXaHW,15,25-651-392-9831,2116.61,HOUSEHOLD,y. slyly unusual accounts sleep special requests. ideas cajole slyly. furiously pending dependencies haggl
104615,Customer#000104615,5JmIJiXrE87BKDUVCZ,12,22-502-281-9695,3581.18,HOUSEHOLD,ic theodolites boost blithely about the quickly ironic ideas. final platelets haggle along the 
65707,Customer#000065707,T1E4wlkDNyAnKUtjHl6B9,4,14-128-650-4938,517.33,FURNITURE,s thrash blithely across the fluffily fluffy pinto beans. 
110561,Customer#000110561,FyNm4W5CNXo24TeR7aH U,23,33-742-316-6781,9699.10,FURNITURE,ronic accounts. carefully regular packages sleep carefu
62704,Customer#000062704,ktMtyBN7CT0aSJ,9,19-161-249-8162,6457.24,BUILDING,jole carefully. furiously unusual foxes nag carefully despite the carefully even excuses. slyly silent ideas sleep 
143555,Customer#000143555,eNj3TWBB0I0ERqUdJ63WuadqHOwQRlk,5,15-526-451-5300,7821.12,HOUSEHOLD, of the even requests: pending accounts 
140152,Customer#000140152,Tzyr hbTgXpik,9,19-414-476-6119,7318.55,BUILDING,"e the final pinto beans. express, silent theodolites haggle blithely. pending dolphins us"
47639,Customer#000047639,"DqORRkDiTMe,n Q9wqnzstGLpClZ ZS",0,10-482-494-8089,7819.48,HOUSEHOLD,ronic accounts boost along the carefully close dependencies. special dugouts x-ray furiously
144466,Customer#000144466,ZsVnQH4bSqlKTX,6,16-619-152-7812,7398.02,AUTOMOBILE,ully across the carefully even ideas. carefully b
91079,Customer#000091079,"Gsmu4Ny,oZTM4nlme2DuXJ3wz6kqPSTyiF 3D3",9,19-475-610-9891,6777.36,MACHINERY,cial hockey players mold furiously final packa
35734,Customer#000035734,BZ6y10Itm iyji7DLd8oi3pll9hEA YmhTp,6,16-670-607-5489,5426.64,BUILDING,s wake ironic requests. fluffily bold pinto beans cajole never. carefully regular dep
48490,Customer#000048490,fFCveiw0DhyPpsxKaK0FfcEyCF19KVOMhGMIF,13,23-640-421-9010,1817.85,AUTOMOBILE,lar pinto beans wake carefully slyly regular foxes. furiously final theodolites nag
14770,Customer#000014770,2WKf3iaOMsqMdN,20,30-454-394-6120,6807.86,MACHINERY,uriously against the express pearls. ironic packages cajole. excuses sleep blithely. blithely unusual requests 
59764,Customer#000059764,"DjUasTzffMzAj,p3UAL,2",22,32-109-539-2476,6760.11,AUTOMOBILE,ully about the carefully final packages. slyly e
87845,Customer#000087845,XfFBQXXXwW4  B,24,34-299-330-8806,1933.17,BUILDING,ffily. furiously express somas against the blithely express deposits doubt carefully blithely express packag
123544,Customer#000123544,"WRdjuxSes889j4J6K0,Fgycq9t N",22,32-690-192-4358,3018.85,MACHINERY,"ly regular requests sleep beside the slyly dogged dinos. final, final accounts sleep carefully around "
41774,Customer#000041774,DpHfJFKVkr4LQeif9t5SSKzDUa4G3asKeya5M7dz,24,34-999-535-1203,7118.29,FURNITURE,c requests sleep. quickly silent requests wake fluffily. furiously close packages nag furiously across the caref
75259,Customer#000075259,"vRD,jkET0IXoBr3kTsZ4Of4iHlJdpX72,y1RTZ",20,30-148-849-6916,3419.59,FURNITURE,pecial deposits haggle quickly above the furiously
64643,Customer#000064643,snmpvbSz0VrtI9EiG61Q9Fd0QD7O2bKH,16,26-277-581-5062,1504.08,MACHINERY,luffily. quickly ironic deposits haggle fluffily slyly
149471,Customer#000149471,"TGsh7La44SDIwycwREXVR, ieDkRMLRMvLNL0q",7,17-923-450-3435,5399.75,FURNITURE,te. slyly ironic accounts nag busily according to the blithely regular accounts. fluffily bold excuses are fur
111551,Customer#000111551,NBNyX5a nkydhoT6cTfIUhIH rkNBoE,9,19-270-127-2344,8625.80,MACHINERY,above the blithely unusual theodolites. blithely even deposits after the furiously express deposits slee
88900,Customer#000088900,"6Cx4jvXvm9N03vOwI,fuYA2 ",1,11-446-631-1191,575.05,BUILDING,y final asymptotes are furiously final accounts. furiously express accounts cajole furio
109519,Customer#000109519,yKbsj0GGfeWBClTf0ukQfdfjip0r,7,17-143-840-5049,2655.15,BUILDING,"nments around the even, unusual warthogs sleep slyly furiously pending requests. carefully special packages sleep ca"
39664,Customer#000039664,"7VL8dWrFzTpg8tt4b5zcUtqzg6,rW3r5kNINc",3,13-672-481-8622,7106.40,BUILDING,sly final packages affix blithely against the
111781,Customer#000111781,SinE91Vn dRM02bf,4,14-356-120-5783,1957.35,BUILDING,ous requests? blithely bold epitaphs are blithely about the blithely unusual war
58102,Customer#000058102,"7N3,awvqVQPS53,sO1W4S4EmE4pVXT",5,15-551-716-9430,3457.34,MACHINERY, courts: carefully pending accounts sleep furiously after the carefully special deposits. decoys nag slyly re
131113,Customer#000131113,Kfg65w3gkITu44xn15QOLy,5,15-698-563-4092,679.25,BUILDING, slyly theodolites. final accounts shall have to nag furious
133397,Customer#000133397,awP3Og4BgLayzXlQptnhlaBFCAr,1,11-641-488-1753,-420.17,FURNITURE,"ublate above the unusual, ironic dependencies. accounts are. pending packages use across the furiously ir"
54607,Customer#000054607,TeQaeUIjxZIgT0tFhER,11,21-981-580-6553,8047.39,BUILDING,"y regular instructions cajole fluffily after the final foxes. deposits believe carefully. regular, thin d"
28450,Customer#000028450,2O9mK4LSByRFGVdSwXxIlymqInfekzbByCj,9,19-278-284-9859,272.03,FURNITURE,s the unusual dolphins haggle after the slyly final deposits. un
62707,Customer#000062707,bRbtSTIXhh,24,34-999-473-9448,7429.32,FURNITURE,"zzle slyly after the slyly ironic pinto beans. bold, fina"
91060,Customer#000091060,cpi2 ExhHk9YnJRaLRkc5DuRTpFJ F,24,34-132-372-8746,1203.61,AUTOMOBILE,ut the quickly final pains. ironic packages wake blithely across the slyly express
139141,Customer#000139141,WQ0cxLpfMpxVK3iShJrmgIimaojA,12,22-635-599-1996,4109.10,AUTOMOBILE,counts. pending packages use slyly furiously unusual theodolites. furiously final dependencies with
27451,Customer#000027451,YOSBGmJGaIuEkwgRzkeokDfU,8,18-865-143-1964,7390.29,BUILDING," packages. ironic, even requests use fluffily. silent accounts x-ray above t"
49433,Customer#000049433,"onKZ4fzv8T0DtlZBkOmR5Ly,t,CX",10,20-732-890-2518,6464.89,FURNITURE,usual packages haggle carefully according to the blithely regular deposits. carefully even dolphi
66937,Customer#000066937,"Mi9,u9ZtxocpB5YmowA9N9nqoYk6RN",20,30-696-539-4563,-128.26,FURNITURE,eans detect blithely among the unusual instructions. express attainments are. bl
133591,Customer#000133591,Yy3lsHPcmtJ7v1MkyzjYnE5pqS9Kp,23,33-931-434-7778,4782.98,AUTOMOBILE,"ounts nag slyly notornis. bold, final requests kindle quietly accounts. fluffily pending foxes among "
71968,Customer#000071968,"tG62,IaYC1aH1LzRTKbpZpQcsmvQsJ7zSymWF",18,28-935-353-1681,830.56,MACHINERY, around the carefully even foxes
132871,Customer#000132871,"W2QS3jlebVlxTwpR2Sqa,4aIjxxxM",14,24-141-834-6074,5380.83,HOUSEHOLD, along the bold deposits. quickly ironic packages sleep.
22294,Customer#000022294,yDWl3ZTcvPba4NI2B8yRw0UZY4cLHe,9,19-126-375-3720,9124.79,BUILDING,ing to the furiously pending sauternes. furiously even accounts try to wake. fluffi
86665,Customer#000086665,1x1zghH3ztoqqux0m,20,30-893-687-1219,6785.45,BUILDING,fy dependencies are carefully along the slyly regular deposits. slyly ironic escapades are packa
20329,Customer#000020329,dqcjO JNvQpqx2LwVokBxM,21,31-488-142-5723,8092.19,MACHINERY,posits. furiously regular requests wake furiou
51248,Customer#000051248,"j0kRYbUp,1vTNDMsSeagCPX5K6brC3ulVg",0,10-290-815-1997,6083.77,BUILDING,unts wake blithely unusual realms
35650,Customer#000035650,Dr20fzYwZiZl12vR5IJb,11,21-521-263-3793,-868.19,BUILDING,ng the slyly final pinto beans? quickly fin
115006,Customer#000115006,VGJKa6vadX,8,18-797-199-5993,2297.93,MACHINERY,ate carefully above the closely final requ
94645,Customer#000094645,04TLRL5wit3U4EAt9u36OC2yUxMuu,16,26-742-378-3885,8967.25,BUILDING,alongside of the slyly final realms cajole even accounts. blithely ruth
37244,Customer#000037244,"j5m5B786F5AJUJM,lPUjDQQwPx",19,29-982-269-4166,9326.71,HOUSEHOLD,yly ironic packages cajole quic
122408,Customer#000122408,5oNSZs3feHc2djenSS3lD,15,25-301-203-6732,2982.94,HOUSEHOLD," express dolphins. carefully ironic ideas are carefully regular, even realms! quickly reg"
45734,Customer#000045734,lWpdD0nFjohHVojR8YsPW1rWvSCiSI1PuWiRiFo2,16,26-687-488-9903,6302.99,MACHINERY,bold packages alongside of the 
2026,Customer#000002026,mTC9jqYW74ITRi0KJyboE,1,11-558-455-6527,5134.68,BUILDING,ial platelets integrate quickly above the bli
41177,Customer#000041177,"iNkbhCMs,PUuAt2c9fuCHTNqQ7l4Ef4",13,23-603-304-9238,5104.03,BUILDING,s affix carefully regular packages-- waters haggle blithely. accounts use. fluffi
75128,Customer#000075128,"aVD5BXy,Ui3uJuW skY1FNm4eadfYp3K6 wmX",11,21-626-811-4567,7423.79,MACHINERY,"ly even packages. final, special theodolites use ironic, final requests. instructions haggle unusual, regul"
65240,Customer#000065240,"bsmQvJa,nOQol",6,16-231-960-1326,95.82,MACHINERY,nic deposits. requests alongside of the never
116119,Customer#000116119,m26xoqegTqH1RHF8uPvBgfgcJeekXja wy4P0Ol,19,29-823-833-4944,4248.02,MACHINERY,nding dependencies. ironically ironic foxes x-ray requests. ideas after the bold packages 
97381,Customer#000097381,0cLQFBDu1ar P,6,16-335-708-8475,-48.37,MACHINERY, regularly pending accounts. slyly final pinto beans across the care
138487,Customer#000138487,9PGMl d6EFQUguep ZD,7,17-762-567-5386,7642.95,FURNITURE,"lly regular theodolites. even, bold ideas promise blithe"
110152,Customer#000110152,RXtKK CkyqNeukGLZT,19,29-645-534-2164,7791.63,HOUSEHOLD,usly. carefully ironic packages detect quickly among the pending ideas. blithely final requ
120284,Customer#000120284,"ul,uOkssafHwbO,q2Q",8,18-604-864-5120,7244.38,BUILDING,nts wake across the slyly regular packages. instructions caj
25306,Customer#000025306,6Dw35r3YHs3vclxCaF1,22,32-887-438-9625,-665.51,MACHINERY,"s haggle quickly furiously even requests. blithely even ideas print quickly against the final, unusual depo"
58009,Customer#000058009,G6JwRLNpGa Fq2c2BrDeXMuBrUTatm,22,32-816-795-9048,1852.83,BUILDING,e about the requests. daringly ruthless ideas kindle furiously after the final pinto 
